artist;song;duration_ms;explicit;year;popularity;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo;genre
Petit Biscuit;Sunset Lover;237792;FALSO;2015;71;783;467;6;-9.474;1;503;729;809;109;236;90.838;Dance/Electronic
Pia Mia;Do It Again;207746;VERDADERO;2015;72;712;564;8;-6.527;1;47;266;0.0;874;411;95.95;pop, R&B
R. City;Locked Away (feat. Adam Levine);227480;FALSO;2015;77;509;671;1;-5.709;1;678;304;0.0;452;0.55;118.413;pop
Rae Sremmurd;No Type;200080;VERDADERO;2015;71;891;486;6;-7.803;1;159;158;3.78e-06;925;239;125.01;hip hop, pop
Rich Homie Quan;Flex (Ooh, Ooh, Ooh);176674;VERDADERO;2015;1;676;615;6;-7.534;0;496;384;0.0;341;883;163.993;hip hop, pop
Rihanna;Bitch Better Have My Money;219305;VERDADERO;2015;73;781;728;1;-4.981;1;621;509;1.94e-06;257;395;102.99;hip hop, pop, R&B
Robin Schulz;Sugar (feat. Francesco Yates);219043;FALSO;2015;76;636;815;5;-5.098;0;581;185;0.0;163;636;123.063;pop, Dance/Electronic
Sam Smith;"Writing's On The Wall - From ""Spectre"" Soundtrack";278987;FALSO;2015;66;261;302;5;-8.19;0;339;769;2.57e-06;863;883;81.418;pop
SAYGRACE;You Don't Own Me (feat. G-Eazy);199314;FALSO;2015;55;336;664;7;-5.68;1;102;166;1.31e-06;575;294;186.394;pop, R&B
Selena Gomez;Same Old Love;229080;FALSO;2015;69;672;593;11;-4.01;0;304;223;0.0;214;438;98.02;pop
Selena Gomez;Same Old Love;229080;FALSO;2015;69;672;593;11;-4.01;0;304;223;0.0;214;438;98.02;pop
Selena Gomez;Kill Em With Kindness;217906;FALSO;2015;64;757;884;10;-5.488;0;404;795;5.87e-05;973;398;120.012;pop
Selena Gomez;Good For You;221560;VERDADERO;2015;0;0.6;676;5;-6.447;0;652;154;0.0;741;217;88.928;pop
Shawn Mendes;Stitches;206880;FALSO;2015;78;746;754;1;-6.684;1;676;152;0.0;486;746;149.882;pop
Shawn Mendes;I Know What You Did Last Summer;223853;FALSO;2015;73;687;761;9;-4.582;0;876;102;0.0;147;743;113.939;pop
Sigala;Sweet Lovin' - Radio Edit;202149;FALSO;2015;46;683;0.91;10;-1.231;1;515;553;4.78e-06;336;674;124.977;pop, Dance/Electronic
SilentÃ³;Watch Me (Whip / Nae Nae);185131;FALSO;2015;0;819;768;8;-8.522;1;134;234;0.0;334;964;139.982;hip hop
Tame Impala;The Less I Know The Better;216320;VERDADERO;2015;83;0.64;0.74;4;-4.083;1;284;115;678;167;785;116.879;metal
Taylor Swift;Bad Blood;200106;FALSO;2015;70;654;655;11;-7.388;0;106;294;0.0;139;221;170.16;pop
The Chainsmokers;Roses;226738;FALSO;2015;73;713;802;4;-7.055;1;561;435;377;309;343;100.001;pop, Dance/Electronic
The Neighbourhood;Daddy Issues;260173;FALSO;2015;85;588;521;10;-9.461;1;329;678;149;123;337;85.012;rock, pop
The Weeknd;The Hills;242253;VERDADERO;2015;84;585;564;0;-7.063;0;515;671;0.0;135;137;113.003;pop, R&B
The Weeknd;Can't Feel My Face;213520;FALSO;2015;79;705;769;9;-5.526;0;425;113;0.0;105;583;107.949;pop, R&B
The Weeknd;In The Night;235653;VERDADERO;2015;0;0.48;682;7;-4.94;1;0.13;696;0.0;463;506;167.939;pop, R&B
Travis Scott;Antidote;262693;VERDADERO;2015;73;713;526;1;-5.046;1;32;767;148;124;131;131.05;hip hop, Dance/Electronic
Trey Songz;Na Na;231906;FALSO;2015;62;0.67;476;9;-6.253;0;406;328;0.0;104;235;96.975;hip hop, pop, R&B
Trey Songz;Na Na;231906;FALSO;2015;62;0.67;476;9;-6.253;0;406;328;0.0;104;235;96.975;hip hop, pop, R&B
Twenty One Pilots;Stressed Out;202333;FALSO;2015;83;734;637;4;-5.677;0;141;462;2.29e-05;602;648;169.977;rock
Twenty One Pilots;Ride;214506;FALSO;2015;80;645;713;6;-5.355;1;393;835;0.0;113;566;74.989;rock
WILLOW;Wait a Minute!;196520;FALSO;2015;86;764;705;3;-5.279;0;278;371;1.94e-05;943;672;101.003;pop, R&B, Dance/Electronic
Wiz Khalifa;See You Again (feat. Charlie Puth);229525;FALSO;2015;81;689;481;10;-7.503;1;815;369;1.03e-06;649;283;80.025;hip hop, pop
X Ambassadors;Renegades;195200;FALSO;2015;75;526;862;2;-6.003;1;905;144;597;229;528;90.052;hip hop, rock, pop
X Ambassadors;Renegades;195200;FALSO;2015;75;526;862;2;-6.003;1;905;144;597;229;528;90.052;hip hop, rock, pop
Years & Years;Shine;255506;FALSO;2015;55;667;716;1;-5.21;0;349;189;0.0;104;493;108.002;pop, Dance/Electronic
Years & Years;King;215360;FALSO;2015;0;559;848;4;-4.125;0;388;665;0.0;382;466;119.977;pop, Dance/Electronic
Zara Larsson;Lush Life;202213;FALSO;2015;0;658;741;7;-2.86;0;536;141;0.0;189;789;98.024;pop, Dance/Electronic
Zedd;I Want You To Know;238800;FALSO;2015;0;561;877;9;-2.215;0;659;621;8.11e-06;0.28;375;130.003;hip hop, pop, Dance/Electronic
99 Souls;The Girl Is Mine;216613;FALSO;2016;55;683;943;9;-3.6;1;397;423;972;356;706;118.991;Dance/Electronic
Alessia Cara;Scars To Your Beautiful;230226;FALSO;2016;76;319;739;0;-5.74;1;272;285;0.0;111;449;194.169;pop, R&B
Alessia Cara;Here;199453;FALSO;2016;66;376;822;0;-3.974;1;104;783;0.0;841;327;120.493;pop, R&B
Alok;Hear Me Now;192846;FALSO;2016;51;788;0.43;11;-7.757;1;419;537;261;936;461;121.996;pop, Dance/Electronic
AlunaGeorge;I'm In Control;209425;FALSO;2016;0;734;847;11;-3.713;0;346;355;144;154;673;104.013;pop, Dance/Electronic
Anne-Marie;Alarm;205593;VERDADERO;2016;57;756;589;0;-5.093;1;232;812;0.0;176;811;146.928;pop, Dance/Electronic
Ariana Grande;Into You;244453;FALSO;2016;3;623;734;9;-5.948;1;107;162;1.75e-06;145;0.37;107.853;pop
Ariana Grande;Side To Side;226160;VERDADERO;2016;0;648;738;6;-5.883;0;247;408;0.0;292;603;159.145;pop
Ariana Grande;Dangerous Woman;235946;FALSO;2016;0;677;604;7;-5.32;1;385;612;0.0;353;297;134.052;pop
Astrid S;Hurts So Good;208728;FALSO;2016;0;672;589;7;-5.008;0;49;82;0.0;962;379;120.036;rock, pop, Dance/Electronic
Bastille;Good Grief;206493;FALSO;2016;65;0.73;758;1;-4.888;1;653;147;0.0;311;877;120.041;pop, rock
BeyoncÃ©;Sorry;232560;VERDADERO;2016;67;775;598;2;-7.274;1;535;175;4.44e-06;253;356;129.988;pop, R&B
Bruno Mars;24K Magic;225983;FALSO;2016;78;818;803;1;-4.282;1;797;34;0.0;153;632;106.97;pop
Burak Yeter;Tuesday (feat. Danelle Sandoval);241874;FALSO;2016;72;841;639;9;-6.052;0;688;156;654;545;675;99.002;Dance/Electronic
Calvin Harris;This Is What You Came For (feat. Rihanna);222160;FALSO;2016;79;631;927;9;-2.787;0;332;199;119;148;465;123.962;hip hop, pop, Dance/Electronic
Calvin Harris;My Way;219159;FALSO;2016;74;818;913;4;-3.06;0;426;93;3.69e-05;161;536;119.986;hip hop, pop, Dance/Electronic
Charlie Puth;We Don't Talk Anymore (feat. Selena Gomez);217706;FALSO;2016;79;728;563;1;-8.053;0;134;621;0.0;179;352;100.017;pop
Charlie Puth;Dangerously;199133;FALSO;2016;62;696;517;2;-8.379;0;366;364;0.0;197;0.23;112.291;pop
Cheat Codes;Sex;228361;FALSO;2016;0;0.51;692;0;-5.825;1;171;451;0.0;138;209;102.42;pop, Dance/Electronic
Chicane;Don't Give Up;210786;FALSO;2016;47;644;0.72;10;-9.635;0;419;145;504;839;0.53;132.017;Dance/Electronic
Clean Bandit;Rockabye (feat. Sean Paul & Anne-Marie);251088;FALSO;2016;75;0.72;763;9;-4.068;0;523;406;0.0;0.18;742;101.965;pop, Dance/Electronic
Clean Bandit;Tears (feat. Louisa Johnson);225914;FALSO;2016;60;605;0.77;5;-3.645;0;446;431;0.0;159;298;130.037;pop, Dance/Electronic
Daughtry;It's Not Over;215173;FALSO;2016;45;0.45;921;10;-3.476;0;538;467;0.0;311;413;145.959;pop, rock, metal
David Guetta;This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016);207272;FALSO;2016;68;367;915;9;-3.456;0;488;22;5.81e-05;905;365;110.169;hip hop, pop, Dance/Electronic
Daya;Sit Still, Look Pretty;202221;FALSO;2016;1;657;739;2;-4.081;1;274;141;0.0;178;543;181.994;rock, pop, Dance/Electronic
Desiigner;Panda;246761;VERDADERO;2016;70;576;766;10;-4.943;0;449;28;1.68e-06;366;236;144.833;hip hop, pop
Desiigner;Tiimmy Turner;239853;VERDADERO;2016;67;603;725;6;-3.054;1;393;174;0.0;786;304;122.803;hip hop, pop
DJ Snake;Let Me Love You;205946;FALSO;2016;81;649;716;8;-5.371;1;349;863;2.63e-05;135;163;99.988;hip hop, pop, Dance/Electronic
DJ Snake;Middle;220573;FALSO;2016;0;611;0.7;9;-5.331;1;436;199;0.0;549;213;104.981;hip hop, pop, Dance/Electronic
DNCE;Cake By The Ocean;219146;VERDADERO;2016;79;774;753;4;-5.446;0;517;152;0.0;371;896;119.002;pop
Drake;One Dance;173986;FALSO;2016;84;792;625;1;-5.609;1;536;776;18;329;0.37;103.967;hip hop, pop, R&B
Drake;Hotline Bling;267066;FALSO;2016;77;891;628;2;-7.863;1;551;258;19;504;552;134.966;hip hop, pop, R&B
Drake;Too Good;263373;VERDADERO;2016;74;794;653;7;-7.839;1;104;489;4.88e-05;0.1;397;117.996;hip hop, pop, R&B
Drake;Pop Style;212946;VERDADERO;2016;63;713;462;7;-10.027;1;123;192;2.16e-06;105;594;133.053;hip hop, pop, R&B
Drake;Hotline Bling;267066;FALSO;2016;0;903;0.62;2;-8.094;1;587;347;119;504;539;134.96;hip hop, pop, R&B
Enrique Iglesias;DUELE EL CORAZON (feat. Wisin);199693;FALSO;2016;68;716;908;8;-3.254;0;103;858;0.0;135;869;91.03;pop, latin
Fifth Harmony;Work from Home (feat. Ty Dolla $ign);214480;FALSO;2016;75;803;585;8;-5.861;1;432;103;3.94e-06;644;593;105.017;pop
Fifth Harmony;All In My Head (Flex) (feat. Fetty Wap);210573;FALSO;2016;62;689;791;0;-5.194;0;53;23;0.0;526;755;95.04;pop
Fitz and The Tantrums;HandClap;193253;FALSO;2016;64;636;836;8;-3.004;1;427;609;157;828;715;139.956;pop, rock
Flume;Say It;262521;VERDADERO;2016;53;581;531;3;-6.829;0;322;731;3.27e-06;616;273;75.255;Dance/Electronic
Flume;Never Be Like You;233337;VERDADERO;2016;0;443;558;0;-5.436;1;624;441;0.0;163;248;116.838;Dance/Electronic
Frank Ocean;Pink + White;184516;FALSO;2016;79;544;552;9;-7.45;1;991;0.67;4.57e-05;415;554;159.738;hip hop, pop, R&B
Future;Low Life (feat. The Weeknd);313546;VERDADERO;2016;74;722;331;8;-7.789;1;726;337;282;146;102;143.961;hip hop, pop
Galantis;No Money;189126;FALSO;2016;67;671;916;6;-4.014;0;397;282;762;0.24;803;126.01;pop, Dance/Electronic
Garrett Nash;i hate u, i love u (feat. olivia o'brien);251033;VERDADERO;2016;77;492;275;6;-13.4;0;0.3;687;0.0;101;0.18;92.6;hip hop, pop
Hilltop Hoods;1955;239280;FALSO;2016;63;766;0.5;11;-7.558;1;695;719;5.91e-06;304;0.71;84.044;hip hop, pop
Illy;Papercuts (feat. Vera Blue);255889;FALSO;2016;51;369;618;6;-6.304;0;249;161;0.0;257;467;191.863;hip hop, pop, Dance/Electronic
Jax Jones;You Don't Know Me - Radio Edit;213946;VERDADERO;2016;1;876;669;11;-6.054;0;138;163;0.0;185;682;124.007;hip hop, pop, Dance/Electronic
Jon Bellion;All Time Low;217603;VERDADERO;2016;70;617;567;0;-4.188;1;828;584;0.0;933;505;90.246;hip hop, pop
Jonas Blue;Perfect Strangers;196613;FALSO;2016;0;742;819;1;-5.307;1;487;372;0.0;277;709;117.986;pop, Dance/Electronic
Justin Timberlake;"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")";236001;FALSO;2016;76;666;0.83;0;-5.715;1;751;123;0.0;191;702;113.03;pop
Kent Jones;Don't Mind;198236;VERDADERO;2016;63;464;771;8;-4.503;1;336;235;0.0;63;0.69;158.777;hip hop
Kevin Gates;2 Phones;240000;VERDADERO;2016;69;895;681;7;-5.267;0;358;157;0.0;189;554;121.918;hip hop, pop
Kungs;This Girl - Kungs Vs. Cookin' On 3 Burners;195561;FALSO;2016;0;0.79;705;0;-4.684;0;383;807;4.81e-05;251;501;121.969;pop, Dance/Electronic
Kygo;Firestone;271640;FALSO;2016;76;704;634;11;-7.374;0;428;393;3.17e-05;952;411;113.927;pop, Dance/Electronic
Kygo;Stole the Show;223186;FALSO;2016;74;0.64;635;8;-7.565;0;226;271;0.0;319;475;100.034;pop, Dance/Electronic
Kygo;Stole the Show;222813;FALSO;2016;0;678;633;8;-6.443;0;171;151;0.0;147;478;99.886;pop, Dance/Electronic
Lil Wayne;Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors);243490;VERDADERO;2016;75;502;786;9;-4.378;0;317;255;0.0;0.65;739;169.021;hip hop, pop
MÃ˜;Final Song;235826;FALSO;2016;66;695;672;1;-6.109;0;345;14;7.95e-05;756;245;104.988;pop, Dance/Electronic
Major Lazer;Cold Water (feat. Justin Bieber & MÃ˜);185351;FALSO;2016;0;608;798;6;-5.092;0;432;736;0.0;156;501;92.943;hip hop, pop, Dance/Electronic
Mario Winans;I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remaster;257333;FALSO;2016;66;833;515;11;-5.0;0;462;347;156;116;0.4;97.007;pop
Marshmello;Alone;273802;FALSO;2016;71;631;953;2;-3.739;1;343;241;155;108;422;141.99;pop, Dance/Electronic
Martin Garrix;In the Name of Love;195706;FALSO;2016;76;501;519;4;-5.88;0;409;109;0.0;454;168;133.99;pop, Dance/Electronic
Martin Jensen;Solo Dance;174933;FALSO;2016;0;744;836;6;-2.396;0;507;435;0.0;194;0.36;114.965;pop, Dance/Electronic
Mike Perry;The Ocean (feat. Shy Martin);183414;FALSO;2016;70;632;575;5;-6.478;1;29;225;1.81e-06;104;188;90.037;pop, Dance/Electronic
Mike Posner;I Took A Pill In Ibiza - Seeb Remix;197933;VERDADERO;2016;77;664;714;7;-6.645;0;111;353;8.42e-06;843;0.71;101.969;hip hop, pop, Dance/Electronic
Nelly;Shake Ya Tailfeather (feat. P. Diddy & Murphy Lee) - 2016 Remaster;293666;FALSO;2016;52;527;808;1;-4.749;1;295;176;0.0;169;907;87.025;hip hop, pop, R&B
Nick Jonas;Close;234213;FALSO;2016;69;654;623;6;-5.273;0;82;253;0.0;144;401;123.996;pop
OneRepublic;Wherever I Go;169773;FALSO;2016;70;552;689;10;-6.444;0;425;915;0.0;0.27;349;99.961;pop
P!nk;"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")";215413;FALSO;2016;68;632;702;7;-5.92;1;148;114;0.0;108;523;162.958;pop
PARTYNEXTDOOR;Not Nice;202661;FALSO;2016;62;598;496;0;-9.309;1;804;253;132;0.12;725;128.06;hip hop, pop, R&B
Post Malone;Congratulations;220293;VERDADERO;2016;81;0.63;804;6;-4.183;1;363;215;0.0;253;492;123.146;hip hop
Rae Sremmurd;Swang;208120;VERDADERO;2016;75;681;314;8;-9.319;1;581;0.2;9.82e-06;0.1;166;139.992;hip hop, pop
Rae Sremmurd;Black Beatles;291893;VERDADERO;2016;75;794;632;0;-6.163;1;649;142;0.0;128;355;145.926;hip hop, pop
Rihanna;Needed Me;191600;VERDADERO;2016;80;671;314;5;-8.091;0;244;0.11;0.0;825;296;110.898;hip hop, pop, R&B
Rihanna;Work;219320;VERDADERO;2016;75;725;534;11;-6.238;1;946;752;0.0;919;558;91.974;hip hop, pop, R&B
Rob $tone;Chill Bill (feat. J. Davi$ & Spooks);177184;VERDADERO;2016;76;886;427;6;-10.028;1;145;312;99;906;0.23;108.034;hip hop
Rob $tone;Chill Bill (feat. J. Davi$ & Spooks);177184;VERDADERO;2016;76;886;427;6;-10.028;1;145;312;99;906;0.23;108.034;hip hop
SAYGRACE;You Don't Own Me (feat. G-Eazy);201493;FALSO;2016;69;332;635;7;-5.653;1;898;159;2.79e-06;599;261;186.249;pop, R&B
Sia;The Greatest (feat. Kendrick Lamar);210226;FALSO;2016;68;668;725;1;-6.127;1;266;102;479;561;729;191.944;pop
Sia;Cheap Thrills (feat. Sean Paul);224813;FALSO;2016;67;592;0.8;6;-4.931;0;215;561;2.01e-06;775;728;89.972;pop
Starley;Call on Me - Ryan Riback Remix;222040;FALSO;2016;48;0.67;838;0;-4.031;1;362;605;611;159;716;105.0;pop, Dance/Electronic
Steve Aoki;Just Hold On;198774;FALSO;2016;63;647;932;11;-3.515;1;824;383;1.5e-06;574;374;114.991;hip hop, pop, Dance/Electronic
The Chainsmokers;Closer;244960;FALSO;2016;83;748;524;8;-5.599;1;338;414;0.0;111;661;95.01;pop, Dance/Electronic
The Chainsmokers;Don't Let Me Down;208373;FALSO;2016;79;532;869;11;-5.094;1;172;157;508;136;422;159.803;pop, Dance/Electronic
The Lumineers;Ophelia;160097;FALSO;2016;0;664;576;5;-6.429;1;286;0.63;198;902;621;76.026;pop, Folk/Acoustic
The Strumbellas;Spirits;203653;FALSO;2016;71;556;658;0;-6.075;1;265;164;0.0;113;787;80.529;rock, Folk/Acoustic, pop
The Weeknd;I Feel It Coming;269186;FALSO;2016;78;773;819;0;-5.946;0;118;428;0.0;679;585;92.987;pop, R&B
The Weeknd;Starboy;230453;VERDADERO;2016;0;681;594;7;-7.028;1;282;165;3.49e-06;134;535;186.054;pop, R&B
Tinie Tempah;Girls Like (feat. Zara Larsson);196000;VERDADERO;2016;62;916;804;0;-3.406;1;49;0.37;1.18e-05;812;538;120.028;hip hop, pop, Dance/Electronic
Tory Lanez;Say It;237786;VERDADERO;2016;73;546;529;11;-10.511;0;583;862;6.5e-06;124;247;107.331;hip hop, pop, R&B
Tory Lanez;LUV;228640;VERDADERO;2016;0;688;541;11;-8.128;0;114;118;0.0;123;247;95.109;hip hop, pop, R&B
Tove Lo;Cool Girl;197815;VERDADERO;2016;0;674;0.71;9;-7.042;0;111;343;6.71e-06;129;234;101.983;pop, Dance/Electronic
Travis Scott;goosebumps;243836;VERDADERO;2016;83;841;728;7;-3.37;1;484;847;0.0;149;0.43;130.049;hip hop, Dance/Electronic
Twenty One Pilots;Heathens;195920;FALSO;2016;80;732;396;4;-9.348;0;286;841;3.58e-05;105;548;90.024;rock
Usher;Pop Ya Collar - Radio Edit;210813;FALSO;2016;26;888;0.8;5;-3.944;0;946;901;2.12e-05;229;866;106.957;hip hop, pop, R&B
Zay Hilfigerrr;Juju on That Beat (TZ Anthem);144244;FALSO;2016;57;807;887;1;-3.892;1;275;381;0.0;391;0.78;160.517;set()
ZAYN;PILLOWTALK;203686;VERDADERO;2016;59;588;702;11;-4.271;1;496;104;0.0;89;429;124.909;pop, Dance/Electronic
ZAYN;"I Donâ€™t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""";245200;FALSO;2016;0;735;451;0;-8.374;1;585;631;1.3e-05;325;862;117.973;pop, Dance/Electronic
2 Chainz;It's A Vibe;210200;VERDADERO;2017;71;822;502;7;-7.38;1;148;312;887;114;525;73.003;hip hop, pop
21 Savage;Bank Account;220306;VERDADERO;2017;74;884;347;8;-8.227;0;0.35;15;7,00E-06;871;376;75.016;hip hop
A Boogie Wit da Hoodie;Drowning (feat. Kodak Black);209269;VERDADERO;2017;0;839;0.81;5;-5.274;0;568;501;0.0;117;814;129.014;hip hop
A$AP Ferg;Plain Jane;173600;VERDADERO;2017;74;797;844;11;-5.482;1;275;651;0.0;87;0.52;170.142;hip hop, pop
AJR;Weak;201160;FALSO;2017;0;673;637;5;-4.518;1;429;137;0.0;184;678;123.98;rock
Anne-Marie;Ciao Adios;200104;FALSO;2017;57;698;882;4;-3.078;0;863;127;0.0;0.15;445;106.083;pop, Dance/Electronic
Avicii;Without You (feat. Sandro Cavazza);181672;VERDADERO;2017;77;662;858;2;-4.844;1;428;163;0.0;456;295;133.993;pop, Dance/Electronic
Avicii;Lonely Together (feat. Rita Ora);181812;FALSO;2017;53;655;666;5;-5.309;1;612;134;2.12e-05;683;272;102.977;pop, Dance/Electronic
Axwell /\ Ingrosso;More Than You Know;203000;FALSO;2017;0;645;741;5;-4.989;0;339;323;0.0;0.29;534;123.07;pop, Dance/Electronic
Ayo & Teo;Rolex;238586;FALSO;2017;69;804;886;1;-2.512;1;0.04;837;0.0;266;789;144.946;hip hop, pop
Big Sean;Bounce Back;222360;VERDADERO;2017;71;780;575;1;-5.628;0;139;106;0.0;129;273;81.502;hip hop, pop
Big Shaq;Man's Not Hot;186026;FALSO;2017;62;905;884;0;-4.076;1;236;111;8.31e-05;107;588;135.048;pop, Dance/Electronic
Billie Eilish;Bored;180933;FALSO;2017;84;614;318;7;-12.695;1;478;896;239;795;112;119.959;pop, Dance/Electronic
blackbear;do re mi;212027;VERDADERO;2017;4;745;593;8;-6.35;1;526;522;5.25e-06;123;0.17;111.002;hip hop, pop, Dance/Electronic
Calvin Harris;Feels (feat. Pharrell Williams, Katy Perry & Big Sean);223413;VERDADERO;2017;79;893;745;11;-3.105;0;571;642;0.0;943;872;101.018;hip hop, pop, Dance/Electronic
Camila Cabello;Havana (feat. Young Thug);216896;FALSO;2017;1;768;517;7;-4.323;0;312;186;3.8e-05;104;418;104.992;pop
Cardi B;Bodak Yellow;223962;VERDADERO;2017;59;929;723;11;-5.792;0;109;672;0.0;346;458;125.022;hip hop, pop
Charlie Puth;Attention;211475;FALSO;2017;0;774;626;3;-4.432;0;432;969;3.12e-05;848;777;100.041;pop
Cheat Codes;No Promises (feat. Demi Lovato);223503;FALSO;2017;68;741;667;10;-5.445;1;134;575;0.0;106;595;112.956;pop, Dance/Electronic
Chord Overstreet;Hold On;198853;FALSO;2017;80;618;443;2;-9.681;1;526;469;0.0;829;167;119.949;pop, Folk/Acoustic
Clean Bandit;Symphony (feat. Zara Larsson);214866;FALSO;2017;0;718;609;0;-4.699;0;43;281;3.29e-05;234;497;122.95;pop, Dance/Electronic
CNCO;ReggaetÃ³n Lento (Remix);188786;FALSO;2017;0;623;909;4;-3.079;0;758;158;0.0;972;651;93.984;pop, latin
David Guetta;2U (feat. Justin Bieber);194896;FALSO;2017;67;548;650;8;-5.827;0;591;219;0.0;225;557;144.937;hip hop, pop, Dance/Electronic
Dennis Lloyd;Nevermind;156600;FALSO;2017;74;0.6;688;5;-8.339;0;201;159;1.29e-05;409;793;99.977;pop
DJ Khaled;Wild Thoughts (feat. Rihanna & Bryson Tiller);204173;VERDADERO;2017;72;671;672;0;-3.094;0;688;329;0.0;118;632;97.979;hip hop, pop
Drake;Passionfruit;298940;VERDADERO;2017;0;809;463;11;-11.377;1;396;256;85;109;364;111.98;hip hop, pop, R&B
Dua Lipa;IDGAF;217946;VERDADERO;2017;78;836;544;7;-5.975;1;943;403;0.0;824;0.51;97.028;pop
Dua Lipa;Hotter Than Hell;187957;FALSO;2017;65;532;868;3;-4.23;0;908;11;0.0;584;529;110.127;pop
Dua Lipa;New Rules;212000;FALSO;2017;61;763;0.72;9;-5.181;0;691;261;1.11e-05;114;592;116.01;pop
Ed Sheeran;Perfect;263400;FALSO;2017;85;599;448;8;-6.312;1;232;163;0.0;106;168;95.05;pop
Ed Sheeran;Shape of You;233712;FALSO;2017;84;825;652;1;-3.183;0;802;581;0.0;931;931;95.977;pop
Eminem;River (feat. Ed Sheeran);221013;VERDADERO;2017;72;748;749;8;-5.916;0;516;142;0.0;713;659;90.09;hip hop
Enrique Iglesias;SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox);207680;FALSO;2017;70;688;822;0;-3.304;1;537;642;0.0;241;0.66;91.011;pop, latin
French Montana;Unforgettable;233901;VERDADERO;2017;82;726;769;6;-5.043;1;123;293;101;104;733;97.985;hip hop, pop
Future;Mask Off;204600;VERDADERO;2017;79;833;434;2;-8.795;1;431;102;219;165;281;150.062;hip hop, pop
G-Eazy;Him & I (with Halsey);268866;VERDADERO;2017;75;589;731;2;-6.343;1;868;534;0.0;308;191;87.908;hip hop, pop
G-Eazy;Good Life (with G-Eazy & Kehlani);225520;FALSO;2017;63;572;778;1;-5.208;1;233;638;0.0;563;0.54;168.073;hip hop, pop
G-Eazy;Him & I;268866;VERDADERO;2017;0;589;731;2;-6.343;1;868;534;0.0;308;191;87.908;hip hop, pop
G-Eazy;No Limit;245386;VERDADERO;2017;0;838;771;1;-3.791;1;244;117;0.0;853;405;175.957;hip hop, pop
Halsey;Bad At Love;181279;FALSO;2017;72;675;751;0;-3.539;1;296;604;0.0;893;612;118.384;pop, Dance/Electronic
Hugh Jackman;The Greatest Show;302146;FALSO;2017;72;417;824;11;-7.36;0;105;239;545;725;0.4;157.92;easy listening
Imagine Dragons;Whatever It Takes;201240;FALSO;2017;80;672;655;10;-5.021;0;311;362;0.0;117;556;134.945;rock
Imagine Dragons;Thunder;187146;FALSO;2017;1;600;810;0;-4.749;1;479;683;0.21;155;298;167.88;rock
Imagine Dragons;Believer;204346;FALSO;2017;1;779;787;10;-4.305;0;108;524;0.0;0.14;708;124.982;rock
J Balvin;Mi Gente;189029;FALSO;2017;53;548;701;11;-4.862;0;914;178;1.34e-05;134;309;104.237;latin
Jason Derulo;Swalla (feat. Nicki Minaj & Ty Dolla $ign);216408;VERDADERO;2017;75;696;817;1;-3.862;1;109;75;0.0;187;782;98.064;hip hop, pop
Jason Derulo;Tip Toe (feat. French Montana);187521;FALSO;2017;64;845;709;10;-4.547;0;714;233;0.0;94;0.62;98.062;hip hop, pop
Jax Jones;Breathe;207629;FALSO;2017;58;722;744;11;-5.52;0;363;234;157;143;686;125.985;hip hop, pop, Dance/Electronic
Jax Jones;Breathe;207629;FALSO;2017;58;722;744;11;-5.52;0;363;234;157;143;686;125.985;hip hop, pop, Dance/Electronic
Jonas Blue;Mama;181614;FALSO;2017;51;739;792;11;-4.256;0;418;91;0.0;516;547;104.016;pop, Dance/Electronic
Justin Bieber;Friends (with BloodPopÂ®);189466;FALSO;2017;0;744;739;8;-5.35;1;387;459;0.0;306;649;104.99;pop
Katy Perry;Chained To The Rhythm;237733;FALSO;2017;69;562;0.8;0;-5.404;1;112;814;0.0;199;471;95.029;pop
Kendrick Lamar;LOVE. FEAT. ZACARI.;213400;VERDADERO;2017;80;0.8;585;10;-7.343;1;924;264;0.0;153;779;126.058;hip hop
Kendrick Lamar;HUMBLE.;177000;VERDADERO;2017;0;906;625;1;-6.779;0;903;243;3.23e-05;975;423;150.018;hip hop
Kendrick Lamar;DNA.;185946;VERDADERO;2017;0;636;517;0;-6.759;1;0.36;402;0.0;874;394;139.928;hip hop
Kodak Black;Tunnel Vision;268186;VERDADERO;2017;51;497;489;11;-7.724;0;294;576;9.91e-05;122;231;171.853;hip hop
Kygo;It Ain't Me (with Selena Gomez);220780;FALSO;2017;75;0.64;533;0;-6.596;1;706;119;0.0;864;515;99.968;pop, Dance/Electronic
Lana Del Rey;Lust for Life (with The Weeknd);264011;FALSO;2017;0;499;676;0;-8.618;0;582;588;484;358;295;99.979;pop
Lemaitre;Closer;270589;FALSO;2017;59;583;785;2;-3.991;0;337;12;127;124;355;91.977;pop
Liam Payne;Strip That Down;204502;FALSO;2017;1;869;485;6;-5.595;1;545;246;0.0;765;527;106.028;pop
