name,artists,popularity,is_explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
"B?n ??i,""Karik, GDucky"",63,FALSO,843,484,5,-8246,1,53,706,0,98,356,129987"
Banana (Take It Lazy),Number_i,62,FALSO,76,38,0,-6733,1,464,217,0,102,569,87964
"BAND4BAND (feat. Lil Baby),""Central Cee, Lil Baby"",42,VERDADERO,882,764,11,-5241,1,204,359,0,119,886,140113"
Bandana,Shubh,72,FALSO,716,718,6,-5348,0,148,452,0,192,91,89906
bangkok,ByeAlex és a Slepp,10,VERDADERO,894,628,10,-4608,1,226,158,0,74,788,151038
BANIICAD,RAVA,23,VERDADERO,569,748,8,-5774,0,416,119,0,206,336,164092
"Banyana,""Mid9t, Officixl Rsa"",48,FALSO,902,363,7,-15195,1,884,262,537,898,274,112002"
"bao ti?n m?t m? bình yên?,""14 Casper, Bon Nghiêm"",57,FALSO,429,364,7,-10006,1,547,455,0,907,857,17363"
"Barakuda,""Furytto, OG Version"",41,FALSO,906,531,1,-7545,1,209,183,0,116,228,125917"
"barcelona92,""Green Montana, SDM"",72,VERDADERO,727,53,0,-9169,0,309,434,392,101,444,122949"
"Barrio,""SNIK, VLOSPA"",56,VERDADERO,73,926,11,-4603,1,25,305,0,156,393,99981"
Barulho Do Foguete - Ao Vivo,Zé Neto & Cristiano,82,FALSO,646,871,4,-6195,1,219,172,0,765,624,79994
Basrah w Atooh,Cairokee,55,FALSO,74,507,3,-8764,0,118,373,201,239,551,103993
