name,artists,popularity,is_explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
"(nendest) narkootikumidest ei tea me (küll) midagi,""5MIINUST, Puuluup"",55,FALSO,515,875,2,-5234,1,43,292,""0,000161"",277,83,145159"
.september,Lamin,23,FALSO,489,46,6,-11575,1,246,956,0,402,805,104776
"¿Cuál Es Su Nombre?,""Lucky Brown, Jere Klein, Mateo on the Beatz"",73,VERDADERO,815,733,0,-5576,1,101,488,""0,000017"",302,753,100037"
"„Tak to lecia?o!”,""Otsochodzi, Taco Hemingway, lohleq"",67,VERDADERO,875,665,9,-7061,0,229,205,0,897,936,134992"
#ERROR!,ALBLAK 52,64,VERDADERO,814,738,11,-6011,1,283,855,0,269,507,152112
"#¿NOMBRE?,""Kidd Voodoo, Dysbit"",68,VERDADERO,686,711,8,-5512,1,362,106,0,123,504,100027"
"0 CONFIANZA,""Rvfv, Morad"",35,FALSO,708,629,4,-5487,0,42,126,""0,00583"",151,393,96021"
0,Artie 5ive,77,VERDADERO,557,575,0,-8389,0,238,623,0,784,307,184152
0-100,Fy,51,FALSO,815,522,11,-9032,1,256,134,0,105,795,157049
"1 of 1,""Maluma, Blessd"",0,VERDADERO,569,838,1,-3033,1,162,332,0,507,597,753"
"1+1,""Sigma, Hawk"",66,FALSO,673,61,2,-10347,0,156,327,0,105,196,103078"
10 Ngàn N?m,PC,61,FALSO,676,691,4,-12011,0,997,949,108,13,415,124032
"100 BPM,""Kizo, Bletka, BeMelo"",45,FALSO,388,724,4,-7996,0,454,533,101,103,31,219327"
100 MESSAGGI,Lazza,81,VERDADERO,597,559,0,-5848,1,392,344,0,129,616,159899
100 TSD,AK AUSSERKONTROLLE,34,VERDADERO,8,648,1,-5227,1,206,118,0,198,295,158016
1000 V?tr?,Jessica Shy,12,FALSO,827,694,2,-6477,1,346,286,577,106,875,132015
"1000COSAS,""Lola Indigo, Manuel Turizo"",78,FALSO,697,74,6,-4717,0,397,132,155,117,331,131938"
"12,""Pil C, Luca Brassi10x"",0,VERDADERO,679,581,1,-8651,1,121,761,337,941,149,159966"
"13 POS (Ke Bo Mang),""Focalistic, Sims Noreng"",15,FALSO,802,533,8,-10848,0,544,701,39,105,451,112009"
"17 år,Veronica Maggio,64,FALSO,76,675,1,-6299,1,254,244,""0,000842"",105,783,106942"
"1942 (feat. Milar),""Ayra Starr, Milar"",24,FALSO,46,621,8,-6042,1,641,553,0,107,462,82793"
"2:00 a. m.,""Jhay Dohmie, Michael 45, Drumz LT"",23,FALSO,854,687,2,-579,0,2,524,254,639,493,113932"
2:30,Asake,66,FALSO,866,702,8,-8965,1,136,331,156,519,861,11799
"2012,""Ak4:20, J Alvarez"",70,VERDADERO,698,832,11,-5339,1,707,174,0,305,587,91006"
21,Ayra Starr,26,VERDADERO,465,563,6,-7059,1,573,584,0,981,16,181846
23,RYM,56,FALSO,709,58,1,-9257,1,117,812,0,699,522,91934
24-jul,Rakkere,17,VERDADERO,749,714,0,-6762,0,753,331,195,65,72,126033
24YB (Intro),YANGHONGWON,0,FALSO,891,758,9,-5256,0,164,621,22,124,402,120016
295,Sidhu Moose Wala,73,FALSO,557,794,11,-5698,0,2,179,0,106,432,91366
"3 A.M.,""Sin Laurent, Oge, Kidd"",32,VERDADERO,737,705,5,-6274,0,1,422,0,789,669,109004"
"3:15,TOQUEL,62,VERDADERO,641,553,5,-8273,0,791,848,""0,00629"",997,273,92529"
"30 GRADOS,""El Turko, Mandale Flow"",79,VERDADERO,676,573,1,-3784,1,338,185,0,761,369,98325"
"30 GRADOS RKT,""RUNE, Dj Agus Lima"",0,FALSO,871,684,1,-3719,1,167,338,0,295,404,97935"
"30 Minut,""THE MAG, Luca Brassi10x, J.B, Katannah, Diana, PATROL HF, EGY, Nico Benz"",16,VERDADERO,84,541,5,-7115,1,242,581,0,113,331,15599"
"300 Noches,""Belinda, Natanael Cano"",85,VERDADERO,714,537,3,-6852,1,429,233,0,703,375,123949"
30ºC,ANNA,70,VERDADERO,714,725,11,-5631,0,537,34,0,113,685,129972
"357 (feat. Guè),""Geolier, Guè, Dat Boi Dee"",0,VERDADERO,49,634,1,-5729,1,381,195,""0,00265"",386,821,82104"
360,Charli xcx,0,VERDADERO,857,62,0,-813,1,472,646,244,934,796,120042
3am - Demo Ver.,Patrick Brasca,54,FALSO,505,486,6,-10314,1,332,129,0,164,671,87894
"3D (feat. Jack Harlow),""Jung Kook, Jack Harlow"",80,VERDADERO,853,824,1,-3287,1,103,322,0,859,888,108044"
3DABI,Draganov,56,VERDADERO,556,394,8,-12518,0,264,196,0,525,466,136955
3korty,Azahriah,57,VERDADERO,825,69,0,-6943,0,114,223,0,111,315,103049
"4 Minutes (feat. Justin Timberlake & Timbaland),""Madonna, Justin Timberlake, Timbaland"",74,FALSO,753,931,2,-4922,1,653,994,696,234,767,113026"
4 RANO,Zeamsone,60,VERDADERO,795,597,6,-8164,0,112,164,0,118,597,132994
"400K,""Mc IG, DJ Jorgin"",73,FALSO,768,52,5,-5916,0,5,347,0,843,838,7997"
"410,""Sidhu Moose Wala, Sunny Malton, Offgrid"",75,FALSO,669,877,8,-3779,1,286,103,0,935,374,93825"
"45 Primo,""ekhoe, Pogány Induló"",41,VERDADERO,745,397,5,-1192,0,657,119,0,103,352,92012"
5??0??0??,Calin,23,VERDADERO,529,749,0,-6334,1,105,304,0,113,228,140973
"5000,Irina Kairatovna,53,VERDADERO,776,545,8,-9194,1,444,361,""0,000967"",875,589,209808"
"555 (feat. KESI),""Gilli, KESI"",65,VERDADERO,529,846,1,-4302,0,317,258,0,303,682,18961"
"6 MILIONI DI EURO FA (skit),""Geolier, Dat Boi Dee"",0,FALSO,551,846,6,-6235,1,284,117,""0,000536"",113,889,89138"
7 DAYS,Ayo Maff,60,VERDADERO,741,381,2,-11531,1,339,64,0,149,625,140015
"7 minuuttii,Ellinoora,49,FALSO,668,536,0,-731,1,475,754,""0,000292"",977,271,118067"
"7ICE,""Sajfer, Jala Brat, Buba Corelli"",55,FALSO,854,878,7,-5523,0,183,165,0,892,89,140037"
"8 ASLE,""Sukha, Chani Nattan, Prodgk, Gurlez Akhtar"",73,VERDADERO,769,684,10,-6113,0,148,977,0,18,483,100042"
"808,""DJ Bliss, BIA"",46,FALSO,882,84,11,-5205,0,204,686,0,996,545,124021"
"80qm,Nina Chuba,68,FALSO,753,582,2,-5147,0,642,659,""0,00831"",639,918,155021"
9 ??????,SPF,63,FALSO,571,929,1,-3405,1,402,303,0,872,628,109998
90s,SNIK,61,VERDADERO,711,853,11,-3296,0,312,213,0,313,825,8797
"9ARI,""LILA, RACK, Sin Laurent, Beyond"",69,FALSO,735,843,8,-5807,0,113,309,0,155,366,9698"
"A 120,""Engel Montaz, Kuv507, Latinnites Music"",58,FALSO,77,675,7,-631,0,646,37,0,111,508,89983"
"A 30,""Jezzy, Leo RD"",47,FALSO,54,96,10,-3679,0,147,653,129,309,737,159294"
A Bar Song (Tipsy),Shaboozey,77,VERDADERO,722,706,9,-4857,1,292,72,0,67,599,80969
"A General,Amo,0,VERDADERO,843,668,7,-7532,1,29,33,""0,00195"",136,661,110046"
"A Internet É Toxica,""Dj Lc, DJ JOAO DA INESTAN, Mc Pretchako, MC Saci"",74,FALSO,6,862,5,-684,1,404,597,0,654,821,81432"
A Little Piece of Heaven,Avenged Sevenfold,74,VERDADERO,486,881,2,-5623,0,474,244,0,429,667,144997
A Mí,Rels B,75,FALSO,846,548,1,-6397,1,256,241,713,419,516,94925
A MILLI,MITREVV,22,VERDADERO,777,719,5,-5648,0,297,378,0,838,49,168999
A Mulher Mais Foda do Brasil - Ao Vivo,Márcia Fellipe,48,VERDADERO,584,915,5,-2764,1,462,542,0,877,566,150157
a new star (2 0 2 4),Rels B,76,VERDADERO,637,334,9,-10408,1,158,619,0,103,148,170113
"A PRUEBA DE BALAS,""The La Planta, Pushi"",66,FALSO,827,505,8,-9937,1,461,273,0,276,964,128987"
A Puro Dolor,Gabito Ballesteros,64,FALSO,743,634,9,-5358,1,334,632,0,198,263,129888
A Sky Full of Stars,Coldplay,82,FALSO,545,675,6,-6474,1,279,617,197,209,162,12497
"A szív dobbanása,""Parno Graszt, Pogány Induló"",10,FALSO,615,433,4,-10009,0,165,409,0,668,632,86012"
"Aam Jahe Munde,""Parmish Verma, PARDHAAN, Desi Crew"",75,FALSO,876,575,8,-6044,0,135,308,0,214,716,91989"
"Abala Ya Bali - Remix,""Ayoub Anbaoui, ElGrandeToto"",56,FALSO,523,624,8,-10423,0,166,508,302,897,701,130035"
About You,The 1975,81,FALSO,416,762,2,-7385,1,279,312,804,559,461,95967
"Abracadabra,""BARBEL, Bombermusik"",46,VERDADERO,638,638,1,-4477,1,286,371,0,122,444,175636"
Abyss,JIN,73,FALSO,434,506,0,-5359,1,317,535,0,163,346,143776
Ac? Veriyor,Mert Demir,66,FALSO,613,443,5,-11471,0,318,773,135,105,76,180006
Acordar,Plutonio,14,FALSO,793,747,6,-6632,0,931,285,218,873,533,100011
"Addicted,""Zerb, The Chainsmokers, Ink"",83,VERDADERO,771,741,5,-7132,0,374,245,163,111,19,120064"
"ADDO STAJE - Ride it RMX,""Le-one, VTR"",73,FALSO,786,793,7,-5413,0,863,979,126,111,528,117988"
"Adenuga (feat. Qing Madi),""Joeboy, Qing Madi"",64,VERDADERO,594,789,8,-4847,0,51,289,0,166,351,114086"
"Adiós (feat. Juuna Chill),""Costi, Juuna Chill"",55,FALSO,591,683,1,-6227,1,304,117,0,909,154,162053"
"ADIVINO,""Myke Towers, Bad Bunny"",90,VERDADERO,786,854,10,-24,0,741,169,""0,00239"",106,522,117994"
"Admirin' You (feat. Preston Pablo),""Karan Aujla, Ikky, Preston Pablo"",69,FALSO,756,664,1,-6227,1,851,935,0,104,675,96018"
"Adrenalina (feat. BLANCO, Marracash),""Baby Gang, BLANCO, Marracash"",68,VERDADERO,713,766,9,-4417,0,185,184,0,749,485,129991"
Aegean,Solkatt,35,FALSO,792,256,0,-1366,0,727,195,948,95,108,107998
"Aeroplano,""Eleni Foureira, Beyond"",56,FALSO,779,806,0,-6179,0,583,232,0,361,787,129906"
"Ævintýralönd,Hafdís Huld,44,FALSO,627,123,0,-14632,1,298,918,""0,00114"",997,351,73551"
"Afterhours,""Bir, Dhanju, thiarajxtt"",69,FALSO,772,703,11,-773,0,122,211,122,129,48,90036"
Again,Wande Coal,64,FALSO,654,39,1,-9858,0,36,688,0,106,552,125944
"Agar Tum Saath Ho (From ""Tamasha""),""Alka Yagnik, Arijit Singh"",69,FALSO,562,519,3,-8744,1,326,557,268,172,415,122925"
AGENT47,Oki,40,VERDADERO,715,858,10,-4757,1,579,801,0,503,674,139907
"A?lama ben a?lar?m,Canozan,73,FALSO,416,473,9,-9726,0,351,553,""0,000012"",168,167,118354"
Ahhh,Lamin,49,FALSO,817,828,6,-7123,0,856,117,137,67,618,124055
"Ai Cowboy - BeM Interior, Ao Vivo,""Brenno & Matheus, New Music Play"",69,FALSO,679,92,9,-4304,0,127,135,""0,00197"",315,972,80407"
Ain't No Love In Oklahoma (From Twisters: The Album),Luke Combs,78,FALSO,487,658,5,-9973,1,296,877,777,1,282,14218
"Akhir Tak Bahagia,Misellia,75,FALSO,537,19,1,-12188,1,326,919,""0,00347"",805,32,132044"
"Akhiyaan Gulaab (From ""Teri Baaton Mein Aisa Uljha Jiya""),Mitraz,74,FALSO,763,587,8,-8299,0,381,358,""0,000603"",13,794,106977"
Akhsamna Tandas - Remix,Shela,43,FALSO,839,721,11,-6938,0,216,14,0,443,968,120009
akl?na ben gelicem,BLOK3,71,FALSO,277,546,10,-10798,0,62,148,0,244,217,199957
Aku Yang Jatuh Cinta,Dudy Oris,67,FALSO,248,354,9,-9114,1,327,443,0,349,257,172148
"Akureyri,""Aitana, Sebastian Yatra"",76,FALSO,53,4,8,-7128,1,288,405,0,827,523,149718"
"Al Limite (feat. Tony Boy),""Tedua, Tony Boy"",43,FALSO,588,702,2,-7814,1,347,384,0,113,446,83797"
"Älä Lopeta,""Averagekidluke, SHRTY"",0,VERDADERO,593,732,5,-5786,0,536,223,142,119,718,96134"
"ALAKRAN,Feid,72,FALSO,692,633,7,-3085,0,721,39,""0,00409"",118,319,98088"
Alam Mo Ba Girl,Hev Abi,80,VERDADERO,693,853,5,-3989,0,422,298,0,153,603,155961
"ALANKE (Freedom Music),""Abyusif, Freek, Big Moe"",49,FALSO,574,734,7,-8718,1,349,99,965,186,627,172042"
"Alcohol,""Emilia, Galin"",41,FALSO,829,91,1,-3461,0,567,165,0,526,962,144031"
"Alé (feat. Capo Plaza),""Rhove, Capo Plaza"",67,FALSO,594,775,6,-3253,0,121,211,""0,000155"",896,408,97951"
"Ale Ale,""Andrei G, Ministerul Manelelor"",53,FALSO,95,748,6,-4233,0,418,394,956,837,975,132047"
Aleb Fel Dafater,Muslim - ??????,53,FALSO,393,5,3,-922,0,14,53,217,171,367,81882
Algo Que Se Quede,Grupo Niche,71,FALSO,751,722,2,-4197,1,506,457,0,178,788,140043
"Alibi (feat. Rudimental),""Ella Henderson, Rudimental"",82,FALSO,545,793,0,-3615,0,371,191,281,335,411,87024"
"Alkohol - #40Bochum,""Chapo102, Bausa, Herbert Grönemeyer"",71,FALSO,81,537,1,-5107,1,541,352,""0,00226"",252,544,117011"
All for You,Glenn Jones,53,FALSO,695,36,8,-1265,1,54,174,0,694,839,94885
"All The Stars (with SZA),""Kendrick Lamar, SZA"",87,VERDADERO,695,633,8,-4946,1,599,612,195,926,557,96782"
All Very Well,Rubby,51,FALSO,721,312,2,-25621,1,665,325,828,991,138,130018
Allegra (N1),Light,56,VERDADERO,711,692,0,-6573,0,757,903,0,124,199,99924
"Alles Op Gevoel,""FLEMMING, Zoë Tauran, Ronnie Flex"",70,FALSO,621,747,0,-5531,1,145,117,0,367,567,134951"
"Allo Oui,Cheb Hichem TGV,52,FALSO,514,748,10,-7878,0,736,658,""0,000788"",117,917,89674"
"Allou,""TOQUEL, LILA, Beyond"",65,VERDADERO,509,581,5,-637,0,102,414,0,763,456,130762"
"Alma Nua,Van Zee,53,VERDADERO,741,401,8,-5749,0,283,811,""0,000313"",106,622,75974"
"Alô,""Dillaz, Plutonio"",66,FALSO,569,56,9,-7768,0,13,691,""0,00038"",293,754,139716"
Alone,Jimin,66,FALSO,593,446,0,-7776,0,266,283,0,119,168,102057
"Alt Det (feat. Noah Carter),""Thor Farlov, Noah Carter, Danseorkestret"",66,FALSO,726,811,2,-3632,0,432,178,""0,000224"",288,341,99039"
Alt Ved Dig,Gobs,61,FALSO,45,779,8,-641,1,273,125,0,378,453,102357
ALTROVE,Ultimo,61,FALSO,635,772,0,-4322,1,329,397,0,124,679,114984
"Altüst Olmu?um,Mavi Gri,70,FALSO,479,527,9,-11482,0,271,247,""0,000432"",243,245,82933"
"Aluspükse,""5MIINUST, nublu"",44,FALSO,725,771,9,-5551,0,221,388,""0,000014"",362,544,119998"
"ALV,""Arcángel, Grupo Frontera"",71,FALSO,6,831,5,-3858,1,476,299,0,234,652,178245"
Âm Th?m Bên Em,S?n Tùng M-TP,53,FALSO,5,462,10,-9153,1,273,883,349,128,107,140075
"AM4,""Shimmi, SIMILIVINLIFE, GABRIELL"",46,VERDADERO,646,564,10,-8823,0,193,584,0,227,523,148045"
"Amalobolo (feat. Stixx, Nia Pearl),""Kelvin Momo, Babalwa M, Nia Pearl, Stixx"",62,FALSO,794,436,6,-18272,0,633,775,699,654,353,112997"
"Amanece,""Anuel AA, Haze"",76,FALSO,79,631,8,-5549,0,425,437,0,158,889,94039"
Amar De Cor,Van Zee,58,FALSO,686,488,4,-5364,0,458,367,391,831,233,11958
AMARGURA,KAROL G,81,VERDADERO,912,7,6,-3331,0,68,163,0,174,535,106981
AMBITION FREESTYLE,Branco,52,VERDADERO,762,823,9,-3805,0,405,667,0,103,534,124446
AMMO,FRIENDLY THUG 52 NGG,33,VERDADERO,829,512,11,-7249,0,265,138,669,106,492,76468
"Amo aller Amos,Amo,70,VERDADERO,764,694,10,-6301,0,268,1,""0,000328"",315,675,109923"
"Amor Diferente - Ao Vivo,""Thiago e Samuel, Simone Mendes, Os Parazim"",80,FALSO,629,774,0,-3585,1,443,442,0,379,678,123972"
Amor Na Praia,NATTAN,74,FALSO,637,832,2,-333,0,341,138,0,123,92,149053
"Amore,""Iuly Neamtu, Manele Mentolate"",56,FALSO,849,712,5,-3025,0,139,427,0,105,712,125949"
"An Th?n,""Low G, Th?ng"",64,FALSO,758,773,6,-7266,0,214,631,""0,000021"",114,907,169996"
"Ana (A Mí),""Dana Hourani, Deny K"",43,FALSO,78,662,6,-6767,1,565,32,286,165,533,130042"
"Anche Stasera,""Sfera Ebbasta, Elodie"",72,VERDADERO,735,653,0,-6078,0,434,129,0,175,375,139952"
"Ancora Qua (feat. Tedua),""Capo Plaza, Tedua"",73,VERDADERO,675,671,8,-6154,1,168,234,0,997,587,155041"
"ANDAMOS READY,""Jere Klein, Marcianeke, DONNER"",48,VERDADERO,855,681,4,-4056,0,704,963,288,939,573,98029"
"Andar-drátt,""BRÍET, Birnir"",36,FALSO,778,63,6,-7906,1,552,122,308,795,234,126965"
"AND?L,""THE MAG, EGY"",0,VERDADERO,789,734,2,-5112,1,187,712,0,285,283,144008"
"ANDO,""Jere Klein, Gittobeatz"",73,VERDADERO,84,597,8,-7602,0,615,412,129,903,493,98036"
Ando?LolliPop?Una Foto?Pobre Diabla?Si No Le Contesto?Regalame Una Noche?Perdoname,LA NUEVA ESCUELA,55,FALSO,483,509,1,-12738,0,513,526,0,203,684,81771
Anestesiado - Ao Vivo,Murilo Huff,64,FALSO,53,855,2,-3972,0,807,418,0,48,38,159966
Angel Numbers / Ten Toes,Chris Brown,82,VERDADERO,406,5,4,-8452,0,501,192,0,175,905,157984
"Angelo Custode (feat. Angelina Mango),""Tedua, Angelina Mango"",67,FALSO,387,597,0,-8271,1,579,581,0,91,164,141354"
Anh ?ã ?n H?n,RPT MCK,63,FALSO,703,28,3,-956,1,293,726,282,118,338,141892
"Anh Là Ngo?i L? C?a Em,Ph??ng Ly,56,FALSO,844,677,6,-5958,1,564,171,""0,00234"",387,791,111006"
Ánh Sao Và B?u Tr?i,T.R.I,61,FALSO,662,205,5,-14005,0,349,876,354,109,268,139911
"Anna,""Cristian D, ADF Samski, Lil Kleine, $hirak"",50,VERDADERO,943,693,5,-733,0,158,629,275,146,882,132009"
ANNE KAFFEEKANNE,TIM PLVNK,72,FALSO,703,995,8,-3615,0,552,484,126,316,221,155965
"Another Love,Tom Odell,58,VERDADERO,442,538,4,-855,0,451,717,""0,00295"",9,139,122758"
Answer The G,SUPAFLY,69,VERDADERO,72,719,2,-9508,1,629,105,417,144,698,101034
Ante,NTG,50,VERDADERO,599,645,1,-7162,0,438,561,0,1,864,98952
"Antidepresanti,""ZeBrene, Ozols"",38,FALSO,744,712,7,-7232,1,587,231,0,308,704,92017"
"Aoleu,""Babasha, Ministerul Manelelor"",53,FALSO,79,888,2,-4084,0,127,153,""0,000483"",753,741,130982"
"APAGA EL CEL,""FloyyMenor, Lewis Somes"",70,VERDADERO,696,496,9,-7532,0,365,273,397,626,476,100025"
"Apaguei Pra Todos - Ao Vivo,""Ferrugem, Sorriso Maroto"",74,FALSO,624,734,4,-6498,0,475,516,0,828,499,139905"
apathy,Øneheart,73,FALSO,18,178,7,-2538,0,36,929,933,105,117,81701
"Apkabink,Jessica Shy,52,FALSO,836,613,9,-694,1,33,292,""0,000978"",134,905,109939"
"Apna Bana Le,""Sachin-Jigar, Arijit Singh, Amitabh Bhattacharya"",66,FALSO,586,562,9,-7399,1,267,803,""0,000552"",63,436,93982"
APNEA,Emma,64,FALSO,674,861,0,-4469,0,321,777,0,948,612,130304
Apocalypse,Cigarettes After Sex,88,FALSO,369,468,5,-9013,1,273,205,566,109,18,94434
"Aquafina,Young Jonn,62,FALSO,821,619,6,-9496,0,102,286,""0,000493"",118,388,115949"
"Aquariano Nato,""MC Saci, Complexo dos Hits, DJ Sammer, Mc Pretchako"",75,VERDADERO,856,661,0,-188,1,135,789,367,912,672,130003"
Aquela Pessoa - Ao Vivo,Henrique & Juliano,77,FALSO,687,746,0,-5828,1,332,528,0,419,727,108001
ARABA,M Lisa,67,FALSO,768,649,1,-8053,0,565,48,0,824,592,89971
"Arga,""Light, Trannos"",64,VERDADERO,744,597,2,-7697,0,532,392,0,261,508,97992"
ARIPI RELOADED - Bonus Track,Oscar,46,VERDADERO,738,664,3,-6157,0,206,628,0,151,372,98041
"Armadham,""Sushin Shyam, Pranavam Sasi, Vinayak Sasikumar"",73,FALSO,711,788,9,-6404,1,223,154,596,132,426,146968"
"Armageddon,aespa,74,FALSO,695,789,9,-205,1,671,651,""0,000139"",168,469,91991"
"AROMA EI,""RAVA, IDK"",26,VERDADERO,745,64,1,-615,1,573,521,801,258,644,93993"
Art?k,M4st,26,FALSO,696,244,6,-20378,0,783,292,414,281,935,109914
As It Was,Harry Styles,86,FALSO,52,731,6,-5338,0,557,342,101,311,662,17393
"Asal Mein,Darshan Raval,76,FALSO,656,551,8,-643,1,299,721,""0,000126"",947,329,114106"
"ASAP,Shallipopi,61,VERDADERO,617,827,0,-5896,1,33,155,""0,00187"",537,682,89163"
A?k?n Olay?m,Simge,69,FALSO,556,582,5,-8368,0,414,23,0,327,561,75976
Asylum,Olivetheboy,64,FALSO,824,592,0,-7599,0,448,674,617,121,754,108081
Attention,NewJeans,77,FALSO,811,648,10,-3684,0,368,236,0,761,695,104988
Aucune attache,KeBlack,71,FALSO,828,706,2,-6493,0,278,44,255,161,585,92983
"Augnablik (feat. BRÍET),""ClubDub, BRÍET"",48,FALSO,7,594,1,-9019,1,363,126,34,132,748,140046"
"Aurinkoon,HUGO,58,FALSO,693,822,6,-5938,0,399,604,""0,000856"",699,373,12814"
"Austin,Dasha,92,VERDADERO,756,672,0,-6743,1,522,464,""0,000337"",108,739,114935"
"Austin (Boots Stop Workin'),Dasha,86,VERDADERO,756,672,0,-6743,1,522,464,""0,000337"",108,739,114935"
Automatic,C.Gambino,58,VERDADERO,701,516,10,-12243,0,275,151,821,103,673,180088
"Avec classe (feat. Aya Nakamura & Trinix),""Corneille, Aya Nakamura, Trinix"",67,FALSO,773,693,7,-6929,0,544,333,0,111,414,105025"
"Avísame,""Lucky Brown, Nes"",72,VERDADERO,826,638,7,-7572,0,105,13,""0,00511"",984,699,98015"
"Awukhuzeki,""DJ Stokie, Omit ST, Sobzeen, Zee_nhle"",54,FALSO,785,471,1,-12497,1,468,133,688,119,497,112991"
AY LILY,Lomiiel,58,FALSO,904,684,1,-4148,1,105,124,183,193,765,139955
"až bude ho?et,""Yzomandias, Viktor Sheen, Hard Rico"",54,VERDADERO,735,687,0,-6894,0,491,741,""0,000055"",145,215,9902"
B012,Bletka,72,FALSO,69,617,1,-7387,0,956,153,0,86,489,99985
"Baba,""Gheboas?, Alberto Guta"",50,FALSO,695,942,8,-5148,0,759,136,""0,000183"",337,915,170054"
"Babaero,""gins&melodies, Hev Abi"",81,FALSO,866,494,8,-7139,0,827,531,0,118,77,121018"
Babblarnas vaggvisa,Babblarna,65,FALSO,299,234,11,-13009,1,321,828,101,959,333,186369
"baby,""Ballinciaga, Arif Murakami"",57,FALSO,769,655,8,-6927,1,828,238,331,412,891,121996"
Baby Baby,Reis,23,VERDADERO,832,548,11,-7346,0,126,268,275,167,714,88028
Back On 74,Jungle,80,FALSO,62,761,10,-7282,0,175,207,147,269,194,146003
bad bitch í RVK,ClubDub,43,FALSO,733,795,6,-7662,0,618,138,248,839,536,149988
"Bad Boy,""Sayian Jimmy, Nysix Music, CamiMusic"",74,VERDADERO,577,513,10,-7653,0,541,613,0,338,502,177939"
"Bad Vibes (feat. Seyi Vibez),""Ayra Starr, Seyi Vibez"",60,FALSO,695,664,1,-5569,0,128,262,0,276,807,96029"
"Baddadan (feat. IRAH, Flowdan, Trigga & Takura),""Chase & Status, Bou, Flowdan, IRAH, Trigga, Takura"",77,FALSO,633,931,1,-424,1,228,214,398,585,566,87537"
"Baddies,""Aitch, Luciano"",70,VERDADERO,879,555,11,-6515,1,384,864,116,156,469,140041"
"Badebussen (feat. Kjartan Lauritzen),""DJ MøMø, Kjartan Lauritzen"",56,FALSO,752,786,0,-8931,1,772,772,294,12,651,135036"
Badem Badem,Rubby,58,FALSO,701,39,7,-26892,1,421,373,859,11,344,124998
"BADGYAL,""SAIKO, JC Reyes, Dei V"",79,VERDADERO,6,939,8,-1359,1,46,114,0,244,709,95027"
"Bae Bae,""Ruger, Bnxn"",65,FALSO,572,632,5,-6649,1,574,345,597,172,793,120648"
Bærum Bitches (Mannschaft),Søte og Rare Gutter,67,FALSO,655,602,11,-7736,0,415,691,0,34,541,146981
"BAGIRA,""Beton.Hofi, Hundred Sins"",54,FALSO,678,825,11,-5422,0,299,194,0,694,51,8611"
BAHAMA,aespa,56,FALSO,766,781,2,-5469,1,431,155,192,101,657,120024
Bahamas,Young Jonn,63,FALSO,764,804,8,-5885,1,116,114,147,205,331,115028
Baila,KOJO,61,VERDADERO,732,816,10,-7744,0,57,447,129,136,388,123996
"Bailaito Sensual,""La Kikada, Yoan Retro, El Baby R"",52,VERDADERO,581,927,6,-329,1,432,743,264,312,897,204691"
"Bailando Bachata,Chayanne,78,FALSO,825,872,8,-4441,1,311,173,""0,00228"",103,977,129982"
Bailando Conmigo,Luis Vega,49,FALSO,726,684,9,-5953,1,468,432,0,824,96,79957
"Baklava,""Gya, Babasha"",66,FALSO,736,796,6,-2489,1,432,281,0,16,75,149971"
"BAL,Gül?en,64,FALSO,681,863,0,-5517,0,495,226,""0,000672"",31,418,100038"
Balada - Ao Vivo,Gusttavo Lima,68,FALSO,675,958,11,-4208,0,611,17,0,965,813,128001
Balafres,SCH,60,VERDADERO,535,699,9,-5308,0,365,146,0,279,683,197878
"Ballaatha Jaathi,""NJ, BABY JEAN, Dabzee, Rzee"",54,FALSO,832,618,1,-7086,0,141,239,518,515,868,9598"
"BAM BAM,""RACK, LILA, Beyond"",37,VERDADERO,655,817,1,-6005,1,117,843,""0,000319"",537,858,187927"
